,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1,-1.45768994029571,-1.39420123009161,-1.42778516350953,-1.40714949971952,-1.42667724063643,-1.21719376048073,-1.37385805183741,-1.3683181342371,-1.476485159355,-1.21583225445282,-1.28136614785222,-1.03209004203822,-1.36149035866482,-1.39979422298899,0.176283618375727,-1.4009535109581,-1.56782908579184,-1.20465643077373,-1.24482129313692,-1.60767467480537,-1.06220891549988,-1.12665049976994,-1.20963053185588,-1.48331864115135,-1.2526761771865,-1.27618941942051,-1.23050837897064,-1.43336764012448,-1.08902086743223,-1.29865047256777,-1.26183053913828,-1.44434453709553,1.10147423445188,-1.34158417628248,-1.2296057051161,-0.759190689407392,0.849047864701427,-0.664647691171336
2,-0.751611738558141,-1.26278489776893,-0.0905162043860015,-0.99596377912994,-1.24245449714791,-0.692417799915426,-1.37385805183741,-0.508034188714848,-1.04533278967647,-0.812573437423227,-1.28136614785222,-1.03209004203822,-0.740046005712414,-0.831607242057176,0.411995202450069,-1.2766943366266,-0.743698503353871,-1.20465643077373,-1.02379583448244,-0.387785450081498,-1.06220891549988,-1.12665049976994,-1.20963053185588,-1.12185367333804,-0.652640474639083,-1.27618941942051,-1.23050837897064,-1.18065138845469,-1.08902086743223,-1.0509380427914,-1.26183053913828,-1.25918460739801,0.97813477383423,-0.79357403848524,-1.2296057051161,-0.717919427743278,0.451268030754664,-0.458043090957911
3,0.45695035335238,-0.0965357907917206,0.903245362579321,-0.0719407328739423,0.0323184040248582,0.0971305880982491,-0.119779713837781,0.233808673880535,0.239868845123637,0.442005025478478,-0.39559718036125,-0.625331350769009,0.451811609322065,1.09518968831137,1.09318139806182,0.343004472440436,0.200098707526083,0.389916285743739,0.00641278677240506,1.10931995360864,0.219520185320708,-0.722672374902994,0.516900629642089,0.285765180764142,0.619373019985423,0.200851165450755,0.292777511352018,0.266242617450304,-0.433772735247192,-0.108227636942938,-0.293850511912033,0.0506733172893859,1.69430396393006,-0.124720747908202,0.0460909906997813,0.243473816722567,0.907738935304085,0.465094922008829
4,3.13533279588777,0.21414981559288,2.08754083719731,2.23466601592271,0.938113060732147,2.24088801766868,3.36575946448753,1.97859460295794,2.66467883919264,-1.21583225445282,0.591100882543879,3.26050238499039,-1.36149035866482,0.641801166464626,2.3262087184207,-1.4009535109581,-1.56782908579184,0.835020667224763,-1.24482129313692,-1.60767467480537,-1.06220891549988,3.69445166849733,3.70836959391308,-1.48331864115135,2.36698098375087,-1.27618941942051,2.89603686163145,0.719899981116237,0.295979426583306,-1.29865047256777,2.76868506503391,2.08959905827783,0.700032883967744,0.138544253272387,1.75907823261453,0.0615130551006388,1.30296899977632,0.581857216443136
5,2.76569371969277,-1.27045105335094,1.60432905004598,1.53181824403819,1.63728342330226,1.85697074766926,3.01846784796961,1.12853024014195,2.17016174404209,-1.21583225445282,-1.10132810559649,2.59981650672283,-1.36149035866482,0.228532647984089,2.34494348798022,-1.4009535109581,-1.56782908579184,0.945322077535295,-1.24482129313692,-1.60767467480537,-1.06220891549988,3.5245764115881,3.70836959391308,-1.48331864115135,1.791684719404,-1.27618941942051,2.24892149288316,0.0279862719048574,-1.08902086743223,-1.29865047256777,2.0051782318174,1.17453980748071,-1.47218467023817,-1.34158417628248,1.55085521018312,-1.18106615917159,1.01595942176012,0.157878750990662
6,2.64341517463972,1.01416436673387,1.70477202584553,1.63845391078249,-0.360745029717296,1.73451221837604,3.36575946448753,0.968697392757893,2.72368100224063,-1.21583225445282,1.20192006524804,2.8341773724376,-1.36149035866482,1.32744205517391,1.52458136966367,-1.4009535109581,-1.56782908579184,-0.237795862465149,-1.24482129313692,-1.60767467480537,-1.06220891549988,3.2546979348012,2.73916237263928,-1.48331864115135,2.23430307360828,-1.27618941942051,1.83594462100295,1.311098015603,-1.08902086743223,-1.29865047256777,1.73779907845326,0.893465611418249,-0.528829567367102,-1.2216769628676,0.908324364885944,-1.399059984102,0.512656343272459,1.36248562344075
7,3.16885162492393,3.09953752275803,2.99976540716096,3.28898208807776,3.19367608852173,3.49404656531391,3.06584049917323,2.64622355113374,2.84099159508825,3.45407205124975,3.31365729619136,3.89821830525263,2.79831435709825,3.28764889100564,3.0808313802559,3.04060903558474,2.72396156575887,3.6813114839704,3.37292641394962,2.33296073613065,-0.482712061147259,3.55606819253136,3.70836959391308,2.95446596321524,3.45335106521539,2.57602736547743,3.09344039288546,3.18634521717893,3.56216758345597,2.89050113968894,3.27934473205286,3.06642133698136,2.88575958902617,3.30283328453505,3.30750981533581,2.81781213609703,3.01414245941845,3.27564089635767
8,2.8886044111268,2.95355167075779,2.99976540716096,3.03971765818331,3.21721046424017,3.49404656531391,3.10677575464331,2.03278480534814,2.81650374694755,3.45407205124975,3.31365729619136,3.89821830525263,2.76286531588326,2.99666491070435,2.96997060445723,3.21635719244528,2.54882779206551,3.6813114839704,3.49006332918994,2.18525055124056,-1.06220891549988,3.36155110386918,3.70836959391308,2.86503475571785,3.45161081274926,2.81348551317312,2.81872963441743,2.95821006823913,3.6407614301365,2.79373190665193,3.25932538570129,2.84412462539979,2.74728070477548,3.17150410683671,2.9100970943987,2.81781213609703,2.96104422128095,3.21914079039447
9,3.22372109187734,3.09953752275803,2.99976540716096,3.34096664301302,3.27515029897533,3.49404656531391,3.2123363477704,3.25723888266015,2.84099159508825,3.45407205124975,3.31365729619136,3.59115897168059,3.04256534452563,3.28764889100564,3.0808313802559,3.29543702882368,2.66927218787861,3.6813114839704,3.12727608408601,2.17590428378395,0.535509706538048,3.10337833721878,3.70836959391308,2.95164596110088,2.86639904669721,2.72070417539558,3.28996424446589,3.16946366481031,3.04534578670344,2.89050113968894,3.27934473205286,3.09504921370999,2.88575958902617,3.09109124252574,3.20545123530683,2.81781213609703,3.01414245941845,3.1965551622862
10,3.22372109187734,3.09953752275803,2.99976540716096,3.35455163596514,3.27515029897533,3.49404656531391,3.30274463468988,3.25723888266015,2.84099159508825,3.45407205124975,3.31365729619136,3.89821830525263,3.12428587654055,3.28764889100564,3.0808313802559,3.41203031625457,2.72396156575887,3.6813114839704,3.44332465036935,2.52079605359265,-1.06220891549988,3.3446277138156,3.70836959391308,3.27836465834966,3.25938684645707,3.34670807501593,3.55520724898854,3.18634521717893,3.40935847441676,2.89050113968894,3.27934473205286,3.09504921370999,2.88575958902617,3.27672652750826,3.49710805658632,2.81781213609703,3.01414245941845,3.23070230029507
